1302,964
1353,964
1302,847
1353,847
1302,729
1353,730
1303,618
1303,521
1299,420
1300,323
1336,324
1335,440
1340,562
1346,633
1302,1084
1302,1199
1303,1326
1304,1443
1305,1535
1304,1597
1343,1088
1344,1217
1346,1334
1347,1455
1345,1544
1356,1597
1667,627
1717,560
1769,491
1940,321
1668,1596
1719,1532
1769,1452
1946,1263
1674,1020
1725,958
1773,893
1954,746
2295,659
2348,575
2348,700
2267,1236
2317,1171
2318,1297
3139,508
3136,796
2788,995
3130,1074
3114,1527
2785,661
2795,1320
4357,322
4387,454
4395,374
4423,567
4432,473
4451,667
4468,571
4487,759
4480,662
4793,1051
4842,984
4890,931
4745,1089
4696,1134
4931,858
7455,847
7455,716
7454,975
7794,512
7795,627
7796,718
7786,1091
7787,1201
7788,1310
9408,890
9407,989
