466,944
505,858
500,1035
546,769
540,1129
580,680
579,1219
637,768
638,1129
682,856
678,1038
725,949
823,952
916,955
1004,891
1001,1020
1033,958
1244,332
1241,421
1238,517
1237,618
1239,708
1237,813
1243,921
1247,1036
1243,1146
1248,1265
1243,1357
1254,1450
1256,1537
1262,1621
1236,387
1237,478
1239,572
1244,666
1247,765
1245,875
1245,970
1245,1090
1245,1202
1250,1312
1252,1407
1251,1500
1263,1578
2732,1000
2745,666
2757,1311
3699,961
3594,756
3466,962
3593,1168
3828,760
3859,1179
3958,975
3720,609
3716,1308
4859,654
4813,796
4744,892
4667,981
4438,879
4398,731
4360,574
4315,440
4281,301
5103,673
5280,472
5305,896
5470,588
5624,778
5695,407
5820,659
5747,1054
5992,853
7976,843
7974,961
8074,859
8073,933
8166,869
8167,919
8311,889
8310,930
8425,870
8427,919
8612,867
8612,927
8815,894
8796,826
8768,763
8742,702
8706,638
8650,598
8586,544
8799,961
8783,1019
8758,1089
8719,1150
8672,1218
8621,1285
