578,792
785,864
662,1023
944,819
2730,574
2497,673
2622,676
2568,520
2677,833
2716,966
2785,1148
2937,826
3067,821
3204,737
3204,901
3324,633
3345,1018
3498,549
3589,475
3502,1027
3688,1026
3777,810
3930,988
4722,917
4631,771
4657,603
4938,1026
5722,886
5790,819
5789,954
5859,750
5858,1023
5859,683
5859,615
5859,547
5921,597
5980,653
6041,713
6097,656
6160,599
6228,564
6214,631
6188,692
6159,753
6119,818
6161,882
6192,944
6229,1009
6263,1074
6201,1069
6144,1056
6084,1021
6038,1070
5991,1127
5953,1186
5901,1250
5860,1089
5857,1153
5856,1215
5851,1278
5336,490
5336,581
5339,661
7962,919
8005,881
8004,949
8059,850
8060,917
8064,982
8096,883
8098,954
8131,917
8635,546
8807,478
8967,309
9168,471
9751,1498
9831,973
9842,880
9832,1056
